lagoslakeid,summerpud,totalpud,nhd_lat,nhd_long,lake_area_ha,lagosname1,meandepth,maxdepth,state_name,hu12_nlcd2011_pct_11,hu12_nlcd2011_pct_21,hu12_nlcd2011_pct_22,hu12_nlcd2011_pct_23,hu12_nlcd2011_pct_24,hu12_nlcd2011_pct_31,hu12_nlcd2011_pct_41,hu12_nlcd2011_pct_42,hu12_nlcd2011_pct_43,hu12_nlcd2011_pct_52,hu12_nlcd2011_pct_71,hu12_nlcd2011_pct_81,hu12_nlcd2011_pct_82,hu12_nlcd2011_pct_90,hu12_nlcd2011_pct_95
79735,0,0,35.89983,-90.09324,6.783413,,,,OUT_OF_COUNTY_STATE,10.9493,0.7124,0.1254,0.0224,0.005,0,0.0938,0,0,0,0,0,4.7133,81.7238,1.6547
79757,0,0,47.78234,-95.05525,83.36903,,,,Minnesota,9.8958,2.4223,0.0012,0,0,0.0131,60.7738,2.7603,0.0191,1.4023,0.5279,2.1548,0.2914,12.348,7.3899
79776,0,0,47.92268,-93.68864,8.10476,,,,Minnesota,1.2675,0.6409,0.1398,0,0,0,18.9353,5.5078,8.009,9.9039,1.1437,1.0536,0.1204,50.3028,2.9754
79795,0,0,48.19517,-90.87645,8.606559,TENOR,,2.7,Minnesota,,,,,,,,,,,,,,,
79865,0,0,38.684,-93.16647,6.081801,,,,Missouri,0.357,3.3479,1.53,0.1069,0.0082,0.0247,25.13,0.4837,1.0118,1.5892,0.1464,43.5049,20.4758,2.2572,0.0263
79898,0,0,45.43027,-69.00907,366.4982,,,,Maine,2.8227,0.5186,0.0875,0.0117,0,0.207,25.0187,17.0686,33.2099,7.0794,1.0184,0.0128,0.2235,11.285,1.4362
79928,0,0,43.29451,-71.96721,12.17337,,,,New Hampshire,2.6084,2.9678,1.0891,0.0853,0.0091,0.2051,40.4367,17.4439,23.0001,2.6955,0.9203,2.7318,0.5355,4.5125,0.7587
79972,0,0,41.34318,-72.58855,4.159469,,,,Connecticut,1.8386,7.9504,2.8127,1.0204,0.2984,0.5782,64.688,1.1707,2.5948,1.573,0.5291,1.5651,0.0484,10.8179,2.5143
79997,1,1,42.2318,-73.49209,8.349934,,,,New York,0.9496,4.6787,1.6661,0.2957,0.015,0.0044,43.8299,5.2974,2.9572,1.8588,0.3441,26.8128,5.2992,4.4886,1.5024
80016,0,1,41.52293,-74.20679,15.13535,,,,New York,1.4697,9.8169,3.7209,1.308,0.4197,0.0548,20.8515,0.1241,7.7037,0.2376,0.3386,27.6544,10.9811,13.5154,1.8037
80058,0,0,41.04235,-75.1977,13.72696,,,,Pennsylvania,1.4493,20.3554,7.4221,3.4775,1.0645,0.1524,50.148,3.5049,2.6498,1.662,0.4034,0.6885,0.4999,6.4058,0.1162
80084,0,0,41.48997,-75.7247,4.952243,,,,Pennsylvania,1.4242,8.1551,2.7017,0.8319,0.1256,0.0106,29.7255,5.2639,14.8294,1.607,0.2673,3.9976,22.9257,6.5987,1.5359
80113,0,0,47.1239,-91.8422,9.698224,,,,Minnesota,5.7875,1.4863,0.0238,0.011,0,0.04,11.4834,15.2034,18.4877,13.0455,3.9338,0.1599,0.011,29.0839,1.2429
80148,1,1,46.10302,-88.75372,14.5858,,,,Michigan,3.9907,4.1645,0.2933,0,0,0.1406,39.8963,13.9024,7.0548,0.5442,2.3219,0.189,6.2793,20.4357,0.7876
80173,0,1,41.71975,-86.80868,5.149149,,,,Indiana,0.807,10.7933,21.2011,14.6005,5.2505,0.0233,16.5533,0.1241,0.0957,3.4788,6.2437,1.7614,6.7765,12.0141,0.2768
80196,0,0,42.6703,-85.58929,8.425474,,,,Michigan,1.9074,4.9493,4.2686,0.7617,0.2431,2.5103,16.1524,0.4554,0.3614,0.2074,0.9691,20.4145,33.1524,13.365,0.282
80224,1,1,46.22918,-86.04031,5.276202,,,,Michigan,0.8608,1.8342,0.1266,0.0323,0,0.1283,11.0857,12.6419,1.0272,4.9068,3.6428,0,0.0306,42.7686,20.9141
80252,0,0,44.40691,-84.0116,6.854436,,,,Michigan,3.2319,3.817,1.7122,0.0469,0,0.0165,40.9374,4.8074,2.776,1.7439,6.0421,6.7868,5.048,21.6446,1.3893
80274,0,0,41.05997,-82.73833,5.804908,,,,Ohio,2.9791,11.7948,10.1507,2.3813,2.746,0,18.5054,0,0.2407,0.0836,0.7574,5.7961,44.0279,0.0304,0.5066
80307,0,0,44.2462,-74.64863,12.04223,HORSESHOE POND,,,New York,3.9067,0.368,0,0.0106,0,0,63.0631,15.7877,2.4855,2.6629,0.2453,0.0073,0.0323,8.3126,3.118
80328,0,0,43.93034,-73.54461,7.656633,,,,New York,2.4002,1.849,0.2554,0.1027,0.0118,0.3722,25.9196,35.0018,23.5665,0.6231,0.4811,2.0679,1.6806,5.2298,0.4384
80393,0,0,40.79409,-85.69061,4.702978,,,,Indiana,10.5489,4.2947,0.1271,0.0452,0,0.0452,31.754,1.6998,0,0.6297,0.4461,6.0171,43.1218,0.2682,1.0024
80441,0,0,45.09411,-94.56666,4.126149,,,,Minnesota,7.6775,3.8379,5.5033,2.3622,0.9151,0,5.3411,0.0793,0.0147,0.3208,0.5804,8.3106,58.6879,0.9694,5.3998
80462,0,0,46.96752,-95.29502,6.191958,,,,Minnesota,2.8184,3.8206,0.0637,0.0261,0.0039,0.2105,30.6244,8.4097,0.0174,2.2091,3.4006,6.1513,37.7722,1.8461,2.6262
80488,0,0,45.75108,-94.64681,7.040068,,,,Minnesota,1.73,2.6835,2.688,0.4371,0.0566,0,5.1498,0.5237,0,0.3212,1.2345,40.9646,41.4117,1.4927,1.3066
80507,0,0,47.45515,-94.67652,32.97925,,,,Minnesota,28.2102,4.805,0.0622,0.0356,0.0267,0,38.2559,8.0596,0,2.6974,0.1601,1.6955,0.6699,7.5854,7.7365
80538,0,0,45.87683,-95.72463,6.127463,,,,Minnesota,7.9159,4.8619,0.4366,0.2076,0.0347,0,2.3283,0.1186,0.0364,0.074,1.6609,8.714,70.1574,0.2845,3.1692
80564,0,0,45.15172,-92.88383,5.614852,LYNCH,,,Minnesota,5.8444,11.0328,5.1896,2.8309,0.8726,0,13.938,3.7303,0.1022,2.5668,6.913,31.7767,10.8016,0.1911,4.2099
80593,0,0,46.23963,-89.90559,5.413865,,,,Wisconsin,13.8048,4.597,0.0482,0,0,0,30.5177,3.7489,7.4133,3.278,0.1995,0.0079,0.0495,34.9561,1.3791
80616,2,2,45.77104,-89.01763,12.64163,,,,Wisconsin,1.5296,1.7276,0.0272,0,0,0,19.1579,1.9875,9.5161,2.026,0.1867,0.0103,0.5846,58.017,5.2296
80676,0,0,41.19697,-87.28096,4.865108,,,,Indiana,0.2485,4.9042,8.0925,1.2237,0.3866,0.0448,18.3543,0.1495,0,0.0857,7.1669,0.4028,57.4045,1.1865,0.3495
80706,0,0,37.91717,-90.4794,5.077174,,,,Missouri,0.1478,4.1795,0.3528,0.0099,0.0045,0.094,34.8283,4.8431,8.924,0,2.3347,43.7872,0.3287,0.1657,0
80740,0,0,47.60335,-96.1086,5.420325,,,,Minnesota,14.3473,5.384,0.3958,0.0276,0,0,10.5275,0.139,0,0,3.5956,2.918,46.7125,2.0451,13.9077
80757,0,0,46.82353,-96.08391,12.42235,,,,Minnesota,11.2878,3.9407,0.9142,0.3264,0.033,0.091,11.8144,0.3147,0.0235,0.0573,1.1896,5.6561,60.3501,0.2354,3.7658
80777,0,0,45.65185,-96.76525,5.682825,,,,Minnesota,22.8611,4.013,0.2154,0.0873,0,0.0718,3.7037,0,0,0,0.5402,13.2865,52.1228,0.133,2.9652
80802,0,0,48.09563,-92.73647,4.618386,,,,Minnesota,4.4197,0.9061,0.1759,0.2272,0,0.0461,29.7455,2.6954,20.48,15.3215,3.3274,0.2579,0.0871,17.5207,4.7895
80819,0,0,47.68471,-91.58397,7.37871,,,,Minnesota,6.367,3.4349,0.0089,0.0111,0.0037,0.0119,13.0892,24.0649,13.0069,7.6558,1.3741,0,0,30.0478,0.924
80868,0,0,38.42956,-93.9492,66.77449,,,,Missouri,1.7113,3.3371,0.8188,0.3835,0.0094,0.0799,7.3076,0.0175,0.0069,0.3779,0.3529,46.3756,24.5103,13.4759,1.2354
80914,0,0,44.87018,-69.34434,8.342089,,,,Maine,2.2379,2.5557,1.9501,0.2329,0.0948,0.0283,13.1747,14.4825,27.0882,1.0233,0.8419,7.9268,11.1414,15.9967,1.2246
80962,0,1,42.15057,-72.73891,9.01552,,,,Massachusetts,3.7306,13.6092,14.6062,8.2523,3.6783,1.7423,30.1775,6.604,2.9526,1.7374,1.1752,3.7077,1.0608,6.4879,0.4781
80990,20,37,41.491,-71.29238,58.37167,,,,Rhode Island,6.0978,15.0149,17.0052,31.643,7.0612,2.8678,5.7767,0.3025,0.2502,0.1344,7.2442,1.0344,0,1.826,3.7416
81021,4,10,42.01975,-73.92278,110.857,,,,New York,26.4402,5.1465,3.5704,1.6538,0.2074,0.366,34.8122,4.9325,0.4847,0.6966,0.122,14.834,0.4581,2.1928,4.0828
81043,0,0,41.14121,-74.20309,40.7774,,,,New York,2.7114,7.7293,3.4046,2.5363,0.5341,0.7748,73.4902,0.4158,0.6624,0.1522,1.3706,0.0269,0.2685,5.7877,0.1353
81063,0,1,40.68696,-76.35249,4.423757,,,,Pennsylvania,1.6037,8.3124,2.6846,0.7888,0.1581,2.653,70.0582,3.812,4.4874,0.4819,2.7218,1.5795,0.6456,0,0.013
81090,0,0,41.61811,-75.72827,31.57451,,,,Pennsylvania,1.4242,8.1551,2.7017,0.8319,0.1256,0.0106,29.7255,5.2639,14.8294,1.607,0.2673,3.9976,22.9257,6.5987,1.5359
81120,0,0,47.43344,-92.3616,44.12508,LOST,,13.4112,Minnesota,4.8465,3.0046,0.2733,0.0245,0,0,17.332,7.9572,11.1678,7.7022,1.4952,3.1351,1.5054,37.2606,4.2958
81138,0,0,47.54835,-92.54475,7.852689,,,,Minnesota,3.9973,5.4359,2.8751,3.1038,1.2212,8.6115,16.2192,3.9175,12.3262,7.0154,0.7186,8.3469,0.9619,21.1644,4.085
81155,0,0,46.76619,-88.39318,10.41102,,,,Michigan,0.4143,4.3681,1.3039,0.259,0.0795,0.0361,45.4586,5.6654,16.9344,4.463,3.4865,1.1222,1.5895,13.7054,1.1141
81174,0,0,46.18895,-86.83978,15.07654,,,,Michigan,0.8303,1.7819,0.2381,0,0.0038,0.7123,37.6262,5.5525,4.4356,2.4482,3.6627,2.0359,2.4508,34.9891,3.2326
81198,0,0,46.30024,-88.02453,8.528406,,,,Michigan,8.0767,3.0412,0.721,0.0073,0,0.0734,38.5024,5.6478,12.9154,6.0047,3.473,0.0734,0.0264,20.9246,0.5125
81222,0,0,42.7955,-85.09945,11.06899,,,,Michigan,4.0318,5.4899,3.8482,0.8111,0.3075,0.2379,5.2172,0.1183,0.2031,0.0584,0.0876,8.0762,64.3646,6.9381,0.2101
81252,0,0,44.12431,-86.00528,7.226118,,,,Michigan,2.5676,3.4804,0.2075,0.0047,0,0.078,48.8709,6.4396,4.1387,2.6743,3.8614,0.3271,1.7159,22.9717,2.662
81272,1,1,43.35833,-84.01618,4.703316,,,,Michigan,6.4613,2.4223,2.2942,0.7501,0.1048,0.3495,8.4597,0.2796,0.2043,0.285,0.8469,4.7953,44.8865,22.6664,5.1941
81294,0,0,42.05023,-84.17087,7.449804,,,,Michigan,3.1269,7.4224,5.264,0.682,0.2306,0.1296,14.2285,0.1545,0.1521,0.2452,0.4599,23.0817,34.0775,9.857,0.8882
81322,0,0,43.62693,-75.58549,4.006295,,,,New York,3.5553,0.0247,0,0,0,0.0154,69.3681,4.0784,1.0724,6.6114,0.3927,0.2747,0.0162,12.6503,1.9404
81356,0,0,40.86071,-79.50239,4.519313,,,,Pennsylvania,5.673,6.9553,0.8493,0.252,0.0624,0.7496,69.7851,1.2645,1.1316,0.0246,3.9109,5.7664,3.5575,0.0034,0.0143
81398,0,0,38.31372,-83.21593,8.995363,,,,OUT_OF_COUNTY_STATE,0.0699,6.5719,4.0366,1.8976,0.2031,0.1625,61.086,0.6521,0.1685,0.8401,11.7614,12.4872,0.0632,0,0
81456,0,0,39.5071,-85.776,14.05436,,,,Indiana,0.1877,6.1186,3.9314,1.9548,0.6283,0,5.5028,0.0057,0,0,0.079,1.4421,80.1449,0.0046,0
81487,0,0,45.6592,-93.26386,34.22317,,,,Minnesota,3.6012,5.152,1.0752,0.4096,0.1269,0.0037,9.4292,1.3958,0.633,1.5383,1.9405,14.8632,35.6918,6.8847,17.2549
81502,0,0,47.65073,-93.24483,4.353328,,,,Minnesota,4.7183,1.1813,0.0563,0.0052,0,0.0161,18.3467,4.1351,11.7761,9.6058,2.0486,0.0121,0.0109,45.1179,2.9699
81523,0,0,46.80834,-94.14342,4.200999,,,,Minnesota,12.4027,2.4112,0.1423,0,0,0,60.311,0.9288,0,4.6982,0.3544,0.6313,0.3829,12.0922,5.6451
81549,0,0,47.28411,-93.48397,27.29673,,,,Minnesota,9.1514,4.6277,1.7512,0.6469,0.1511,0.4394,31.8305,3.3442,8.3904,10.5203,1.6724,6.0053,0.8153,15.3822,5.2717
81576,0,0,45.86399,-95.61883,4.266584,,,,Minnesota,14.0153,4.9447,0.3145,0.0652,0.0082,0,10.6047,0.145,0.0221,0.0355,5.5749,9.9826,51.675,0.1491,2.463
81598,0,0,46.0604,-93.19109,5.312126,,,,Minnesota,1.4591,3.2721,0.4111,0.0698,0.0212,0.1145,45.5916,0.4613,0.313,1.3877,3.6753,25.1614,4.6269,5.1109,8.3241
81618,0,0,44.32581,-90.32099,9.553927,,,,Wisconsin,6.3771,3.5503,0.2968,0.0627,0.0061,0.0352,23.3998,7.5572,2.8306,2.5553,7.2146,0.0505,4.9278,13.6047,27.5314
81655,0,0,44.43566,-89.70225,25.21229,,,,Wisconsin,10.3832,5.1173,1.7376,0.5999,0.3627,0.0092,32.7963,1.3772,2.181,0.1347,1.7031,7.5804,31.7254,3.519,0.7727
81683,0,0,43.46472,-93.71018,22.44126,,,,Iowa,0.3372,5.5527,0.6639,0.2329,0.0259,0.1763,0.4908,0,0,0,3.2474,0.3631,87.7771,0.1561,0.9768
81728,0,0,41.37597,-88.2749,4.453207,,,,Illinois,19.5681,3.275,6.9038,1.6043,1.0435,0,6.8256,0.0391,0,0.0625,10.5012,2.1847,39.3591,8.4748,0.1583
81797,0,0,37.64169,-90.29221,12.56582,,,,Missouri,1.1406,3.5844,1.328,0.0066,0,0.301,54.2717,0.6867,1.0052,2.2824,1.4422,32.3553,0.8196,0.7066,0.0695
81816,0,0,46.51048,-95.89784,32.51503,ROUND,,4,Minnesota,22.5466,4.0388,0.0456,0.0099,0,0,34.3955,1.4591,0.0274,0.679,4.5589,17.5543,6.243,0.482,7.9598
81837,0,2,47.9761,-97.04896,36.87142,,,,Minnesota,6.646,7.2746,1.4189,0.7767,0.0888,0,0.6104,0.1184,0,0,0,0,76.2288,6.8373,0
81863,1,4,48.11291,-91.69474,86.74453,CROOKED,,48.8,Minnesota,,,,,,,,,,,,,,,
81893,0,0,42.3732,-96.34906,4.037112,,,,Iowa,6.2561,8.1939,8.0936,3.3274,1.6099,0.1259,10.6373,0.007,0.0017,0.0089,10.8236,1.4263,45.4455,2.8679,1.175
81932,0,0,38.01416,-93.74629,4.16837,,,,Missouri,4.0488,3.0108,0.0318,0.0366,0,0.0175,65.0506,0.1735,0.0541,0.4538,4.4198,15.3691,4.0106,1.6256,1.6972
81964,0,0,36.88829,-94.90217,5.331558,,,,OUT_OF_COUNTY_STATE,1.8059,6.4441,6.4467,1.1887,0.4866,0.0659,4.5065,0,0.0406,0.0368,0.7249,54.7517,12.5993,10.5894,0.313
81998,0,0,42.9458,-71.08029,7.490948,,,,New Hampshire,0.6161,3.5005,6.3602,1.9101,0.1112,1.1596,30.1797,16.993,3.6673,1.924,0.6887,9.6739,1.9811,18.0476,3.1871
82029,0,0,42.11751,-71.7169,4.05248,,,,Massachusetts,4.1119,6.0654,5.2915,3.5551,0.5431,0.5246,55.0651,3.5477,1.7191,1.6851,0.2901,5.5885,1.1234,9.5278,1.3615
82052,0,0,41.34092,-73.05961,4.965391,,,,Connecticut,2.2444,10.9939,9.7279,8.2434,1.4919,0.0966,55.3466,2.6151,1.6579,1.0497,0.5375,3.0301,0.2408,2.5757,0.1483
82076,0,0,42.34815,-73.67187,4.551559,,,,New York,0.4893,5.458,3.7794,2.7044,0.7541,0.1514,23.1627,7.1216,1.3176,5.1161,0.8684,33.7157,6.2763,7.1627,1.9223
82102,6,24,39.95162,-74.95701,14.03855,,,,New Jersey,0.5701,23.9989,31.6022,17.3582,7.4943,0.0226,4.6871,0.0049,0.6702,0.6839,0.2983,0.6682,0.7653,10.2348,0.941
82135,0,1,41.07171,-75.38636,6.162278,,,,Pennsylvania,1.5434,20.678,2.6838,1.3149,0.3442,0.0716,61.6995,5.0822,2.1111,0,0.0755,1.5993,0.2687,2.52,0.0078
82180,0,0,46.67887,-92.70046,8.638354,JASKARI LAKE,,1.8,Minnesota,7.4536,2.4352,0.0023,0,0,0,9.5095,3.8578,2.2507,2.2302,0.7597,1.9762,0.082,60.9937,8.4491
82216,0,0,45.48505,-88.11396,8.334682,,,,Wisconsin,1.2419,3.6901,0.0096,0.0014,0,0,47.6573,3.115,2.8918,2.0853,1.6828,0.1314,1.5212,30.0271,5.9452
82249,2,10,42.24625,-85.63348,13.27454,,,,Michigan,4.7898,19.7549,18.226,6.714,2.6845,0.3843,24.9592,1.4918,1.7951,0.14,1.9228,3.1305,9.2598,4.3973,0.35
82274,0,0,44.75694,-85.74304,5.442708,,,,Michigan,22.5746,3.299,5.4076,0.5737,0.0246,0.0907,20.4799,4.7631,1.255,0.7182,11.4888,3.0683,21.1089,4.6678,0.4799
82304,0,0,43.81574,-85.2047,20.29942,,,,Michigan,0.7697,3.3706,1.0907,0.1571,0.0653,0.0626,35.0375,4.9806,0.6219,1.9669,10.3461,14.8766,12.5834,12.7832,1.2878
82326,0,0,41.10766,-83.92591,9.307093,,,,Ohio,0.1707,5.1623,1.8078,0.7241,0.6177,0.0311,0.9762,0,0,0,0.1466,0.9019,89.4504,0.005,0.006
82356,0,0,43.59788,-75.91839,9.157847,,,,New York,1.5029,1.3362,0.2462,0.0782,0,0.0462,43.4814,9.9955,3.0493,8.4632,1.7632,7.1424,3.8879,17.9971,1.0105
82379,0,0,44.08403,-74.82517,4.556286,HALFMOON POND,,,New York,14.678,0.4117,0.0073,0,0,0,58.5298,10.6159,2.6883,3.9063,0.0953,0.0079,0,6.7113,2.3481
82421,0,0,40.94635,-80.1639,5.114932,,,,Pennsylvania,0.6991,6.4213,2.062,0.4065,0.0373,0.8761,57.8282,0.9287,0.4801,0.2592,2.6244,17.2411,10.0748,0.0067,0.0545
82466,0,0,38.96999,-87.76202,22.09717,,,,Illinois,0.4362,6.8542,1.4019,0.1025,0.0644,0.0091,28.5631,0.0045,0,0,1.7138,5.7108,53.6017,1.5288,0.0091
82515,0,0,46.24947,-94.53363,38.33352,,,,Minnesota,10.7135,5.7577,0.734,0.0922,0.0051,0,41.5396,4.6317,0.0269,3.7044,6.5493,5.9767,10.3958,4.8085,5.0647
82534,0,0,46.43429,-94.79059,43.33215,SIMON,,,Minnesota,2.3002,3.1311,0.0207,0,0,0,11.7081,3.6233,0,4.1679,6.345,1.0404,13.9327,21.3036,32.4269
82560,0,0,46.93928,-95.04397,8.309355,,,,Minnesota,15.6577,6.3722,0.4836,0.3376,0.1474,0.1548,24.9196,15.7241,0.2816,1.2694,2.0818,10.6626,20.0203,0.5868,1.3004
82578,0,0,47.12321,-93.23244,15.49542,HUDSON,,1.8288,Minnesota,3.131,2.4636,0.6146,0.1,0,0.0283,24.5576,2.344,8.5822,7.3674,1.1601,10.7394,0.5366,33.2046,5.1706
82601,0,0,46.47264,-94.74899,8.781645,,,,Minnesota,2.3002,3.1311,0.0207,0,0,0,11.7081,3.6233,0,4.1679,6.345,1.0404,13.9327,21.3036,32.4269
82621,0,0,45.92295,-95.66099,39.29387,,,,Minnesota,12.466,4.2555,0.4717,0.1043,0.0048,0,4.243,0.0459,0.0172,0.0823,1.9536,6.6234,66.6211,0.2239,2.8874
82646,0,0,45.267,-91.10572,4.772798,,,,Wisconsin,17.7098,5.2481,0.749,0.1273,0,0,54.6276,1.0966,0.776,2.4674,0.9497,0.8127,6.9934,5.789,2.6534
82678,0,0,43.87935,-89.85266,44.38421,,,,Wisconsin,1.1021,4.6268,0.5494,0,0,0.0913,34.83,4.2078,7.3185,5.7452,7.8956,2.8155,17.0107,5.8968,7.9103
82689,0,0,44.01359,-90.32769,4.942106,,,,Wisconsin,0.2232,5.1937,0.332,0.0225,0,0.0356,39.8106,2.8941,2.534,2.0838,7.5551,0.8722,19.578,11.5277,7.3375
82722,0,1,44.07981,-95.56724,7.306917,,,,Minnesota,5.1478,4.2468,0.1111,0.157,0.029,0,0.43,0,0,0,10.0928,4.9377,68.0307,0.0845,6.7325
82778,0,0,40.26655,-90.32988,8.94419,,,,Illinois,3.1189,2.0813,4.4633,0.4336,0.1213,0.0107,23.8527,0,0,0.1204,0.248,18.8889,46.4146,0.2123,0.0339
82808,0,0,38.01759,-89.5026,123.8013,,,,Illinois,6.9341,4.3519,2.6174,0.4581,0.0827,0.4278,6.8402,0,0,0,16.313,25.9442,35.3474,0.3865,0.2967
82849,0,0,46.9203,-95.72291,18.50544,,,,Minnesota,18.0576,3.3804,0.01,0,0,0,48.8768,3.3031,0.0229,0.5584,2.3438,4.7864,0.3021,1.9487,16.4097
82865,1,1,46.37649,-95.88174,65.06649,,,,Minnesota,7.3526,4.5925,0.1994,0.0861,0,0.0763,18.8218,0.7259,0.0657,0.5726,6.1297,22.9543,32.6568,0.4781,5.2882
82890,0,0,48.06446,-91.25134,51.58698,SKOOTA,,,Minnesota,,,,,,,,,,,,,,,
82911,0,0,47.99147,-93.82904,5.177226,,,,Minnesota,0.3202,0.4983,0.0386,0,0,0,16.9486,1.6219,2.0401,1.5099,1.1908,0.276,0.103,72.1326,3.32
82926,0,0,48.3729,-93.28794,5.530462,,,,Minnesota,0.1069,0.9313,0.6322,0.0719,0,0.0064,39.8314,1.6248,10.2104,2.833,2.0928,1.9964,1.0686,33.657,4.9369
82963,0,0,38.87162,-94.32542,5.601683,,,,Missouri,2.1724,9.9499,6.9137,1.9098,0.8845,0.9398,16.3099,0.0829,0.0294,0.3464,3.1796,29.2528,27.3655,0.5571,0.1062
83009,0,0,46.2527,-69.48984,107.3975,,,,Maine,9.5483,0.2471,0.0255,0,0,0.1845,26.9902,17.777,27.6588,5.447,0.3436,0,0,11.1117,0.6663
83024,0,0,44.27401,-69.63273,9.299252,,,,Maine,10.8174,3.4589,1.2009,0.2854,0.0228,0.0799,34.1187,2.9041,22.9224,2.7466,0.3744,0.3425,0.4315,15.3539,4.9406
83047,0,1,42.82558,-71.51787,12.42712,GREEN POND,1,4.3,New Hampshire,3.3606,8.9602,17.0256,9.1725,1.3154,1.1247,18.5502,12.7279,1.8081,2.0576,1.1082,6.1934,3.2369,10.8569,2.5019
83078,112,321,42.39651,-72.30916,9685.048,,,,Massachusetts,38.9417,2.3495,0.098,0.0069,0,0.2529,34.159,11.7441,7.2851,0.6113,0.1336,0.7361,0.0786,2.8082,0.7949
83124,0,0,41.12314,-74.54261,17.77279,,,,New Jersey,7.1755,13.9336,2.9989,1.1731,0.3373,0.073,51.0085,0.2295,5.5282,0.7778,0.226,1.0224,0.9332,14.2049,0.3779
83145,0,0,42.72579,-73.48854,25.27202,,,,New York,1.6146,4.0996,2.128,0.802,0.0744,0,38.3261,10.303,20.4359,2.0399,0.3478,11.0169,2.0126,5.2708,1.5281
83178,0,0,39.84581,-74.64976,4.245955,,,,New Jersey,0.6174,3.2263,0.533,0.0527,0.0056,0.0331,8.2584,37.3304,9.873,0.8825,0.2553,0.687,4.5694,33.5112,0.1646
83199,5,5,42.16994,-74.86394,4.379153,,,,New York,2.8169,1.6433,0,0,0,0.5701,72.8468,3.4377,4.5045,0.7374,0.6457,10.7796,1.2773,0.6057,0.135
83218,0,0,41.72501,-75.92134,9.823875,,,,Pennsylvania,0.7733,4.377,0.0523,0.041,0.0113,0.6291,26.7188,4.9143,14.4402,1.0759,0.0099,13.189,31.7306,1.2667,0.7705
83246,0,0,46.52025,-91.32407,50.10674,,,,Wisconsin,4.0203,5.8767,0.1533,0.0706,0.0074,0.3205,55.3801,6.3542,7.3493,10.4739,1.769,2.5792,0.118,5.4799,0.0474
83286,0,0,46.14827,-86.76873,11.84428,,,,Michigan,0.8303,1.7819,0.2381,0,0.0038,0.7123,37.6262,5.5525,4.4356,2.4482,3.6627,2.0359,2.4508,34.9891,3.2326
83324,0,0,42.36447,-85.41806,7.332071,,,,Michigan,11.6506,6.8696,2.5526,0.4964,0.1056,0.2908,21.7238,1.0633,1.455,0.1602,0.8169,16.7956,28.4109,6.9409,0.6678
83357,1,2,44.67226,-85.73205,7.765633,,,,Michigan,9.5645,4.4004,3.4654,0.7596,0.1303,0.2916,27.4056,3.6759,1.2597,1.6004,9.0915,2.9433,12.5448,20.0218,2.8451
83381,0,0,43.11214,-83.22948,9.995405,,,,Michigan,2.5252,5.2016,1.2928,0.244,0.1044,0.0279,27.6195,1.4674,0.9624,0.2701,1.4458,20.4508,23.4568,13.3947,1.5367
83401,4096,7802,42.05812,-81.23467,1297913,,,,OUT_OF_COUNTY_STATE,,,,,,,,,,,,,,,
83434,5,5,43.14047,-85.49149,19.83216,,,,Michigan,2.6586,17.2224,11.226,2.5195,0.6879,0.6166,28.4113,2.4642,1.3031,0.4921,1.9706,9.7323,15.0064,5.4867,0.2024
83461,0,0,44.79597,-72.1587,5.438696,,,,Vermont,4.6184,3.5963,1.052,0.2337,0.0144,0.0849,28.232,18.4518,20.3876,3.8522,0.8572,8.2147,5.566,4.7505,0.0883
83488,0,0,38.89942,-82.07667,5.092599,,,,OUT_OF_COUNTY_STATE,0.3338,4.9569,0.7564,0.0578,0.013,0.0928,60.2293,1.722,0.0887,0.1026,0.8476,24.1567,6.5112,0.0366,0.0944
83536,0,0,41.12559,-86.30509,5.821328,,1.5,7.6,Indiana,0.7645,7.5035,2.9286,0.6253,0.3505,0,13.6868,1.6792,0,0.1539,1.2823,7.004,57.5145,4.7874,1.7195
83617,2,2,47.337,-95.16601,93.46502,LASALLE,,30,Minnesota,2.2684,2.0181,0.0309,0.0034,0,0.1543,57.5246,15.5759,0.0069,4.0795,1.473,5.3639,0.8085,6.9315,3.7613
83641,0,0,47.36932,-93.2319,6.042435,,,,Minnesota,16.4901,4.1242,1.0408,0.5159,0.1107,0.9437,35.3043,2.4515,10.4235,11.374,1.144,0.6394,0.0693,12.4494,2.9192
83668,0,0,47.52672,-93.6072,10.23759,,,,Minnesota,24.2208,2.808,0.1395,0.019,0.0028,0.0644,35.0908,5.2316,13.9385,4.9734,0.5429,0.5754,0.1586,9.5489,2.6853
83684,0,0,46.92158,-94.78332,6.946455,,,,Minnesota,4.9347,3.9183,0.0378,0,0,0.1069,35.9824,25.2101,0.03,3.0257,3.6225,5.9849,9.3898,4.4173,3.3397
83706,0,0,43.95553,-94.56364,30.61944,,,,Minnesota,2.3163,5.0973,1.2082,0.3538,0.012,0.0283,1.9048,0,0,0,0.2438,0.7913,83.6348,1.0765,3.3329
83718,0,0,45.7424,-93.08231,10.39767,,,,Minnesota,14.6578,4.3733,0.6138,0.0571,0.0108,0,7.0491,0.4522,0.3754,2.5251,0.6187,24.9887,21.6892,11.7988,10.7899
83737,0,0,45.42323,-92.92643,196.9144,,,,Minnesota,7.2782,5.0539,1.0376,0.167,0.0366,0.0188,23.5205,1.5057,0.198,0.4738,5.6571,15.0968,20.9284,2.4383,16.5894
